 EventID   CumTr  TrackID  Layer        X_mm        Y_mm        Z_mm    pTot_MeV       Eta       Phi     Theta   Charge   Energy_MeV    Edep_MeV    PDG_ID
       2       2        3     32     544.678     398.848    3993.610    4181.399    2.4213    0.6990    0.1772      1.0     4077.076    0.110423       -13
       2       2        3     33     553.036     406.039    4056.660    4113.556    2.4352    0.7239    0.1747      1.0     4009.254    0.109519       -13
       2       2        3     34     561.176     413.058    4119.710    4031.245    2.4751    0.7110    0.1679      1.0     3926.971    0.089410       -13
       2       2        3     35     569.290     419.966    4182.760    3962.981    2.5334    0.6567    0.1584      1.0     3858.731    0.086512       -13
       2       2        3     36     577.270     425.774    4245.810    3901.583    2.5867    0.6095    0.1503      1.0     3797.355    0.083171       -13
       2       2        3     37     585.194     431.235    4308.860    3840.662    2.5241    0.5728    0.1599      1.0     3736.457    0.077980       -13
       2       2        3     38     596.316     439.053    4391.110    3747.215    2.5104    0.6197    0.1621      1.0     3643.046    0.122335       -13
       2       2        3     39     606.897     446.337    4473.360    3650.317    2.6165    0.5226    0.1459      1.0     3546.188    0.093355       -13
       2       2        3     40     617.176     452.469    4555.610    3541.286    2.6524    0.5542    0.1407      1.0     3437.203    0.085714       -13
       2       2        3     41     627.362     458.933    4637.860    3447.760    2.5724    0.5587    0.1524      1.0     3343.720    0.111703       -13
       2       2        3     42     638.207     465.864    4720.110    3361.133    2.5667    0.6220    0.1533      1.0     3257.135    0.096091       -13
       2       2        3     43     648.026     472.633    4802.360    3237.200    2.6393    0.5865    0.1426      1.0     3133.265    0.085907       -13
       2       2        3     44     658.691     478.953    4884.610    3145.380    2.5275    0.5289    0.1594      1.0     3041.496    0.081470       -13
       2       2        3     45     669.935     485.367    4966.860    3050.561    2.5967    0.5481    0.1488      1.0     2946.732    0.082386       -13
       2       2        3     46     680.606     492.217    5049.110    2917.013    2.5360    0.5856    0.1580      1.0     2813.267    0.279641       -13
       2       2        3     47     691.457     499.588    5131.360    2811.723    2.5823    0.6443    0.1509      1.0     2708.049    0.095631       -13
       2       2      369      8     461.237     337.922    3323.050       8.396    1.4038    2.6557    0.4818     -1.0        7.901    0.127786        11
       2       2      370      9     466.150     339.899    3343.680       4.348    1.4753    0.6723    0.4497     -1.0        3.866    0.091657        11
       2       2      390     28     516.221     371.778    3741.410       0.856    0.7520   -0.8543    0.8811     -1.0        0.486    0.485826        11
       2       2      391     28     511.392     373.094    3741.410      77.578    3.4780   -0.0653    0.0617     -1.0       77.069    0.080565        11
       2       2      419     35     569.372     419.835    4182.760       0.803    1.5876   -1.0700    0.4033     -1.0        0.441    0.309118        11
       2       2      428     38     599.261     440.313    4391.110       3.540    0.7992    0.3075    0.8452     -1.0        3.065    0.161123        11
       2       2      435     40     609.669     451.851    4555.610       6.117    2.2328   -0.9049    0.2136     -1.0        5.628    0.079817        11
       2       2      497     46     683.204     464.162    5049.110       0.155    0.5751    1.9465    1.0250      0.0        0.155    0.000000        22
       2       2      524     45     679.194     515.830    4967.160       0.372   -0.2333    1.5596    1.8020      0.0        0.372    0.000000        22
       2       2      578     43     668.489     460.370    4802.660       0.306   -0.3673   -0.0466    1.9301      0.0        0.306    0.000000        22
       2       2      585     43     637.202     480.532    4802.360       0.132    1.5840   -3.1353    0.4047      0.0        0.132    0.000000        22
       2       2      590     43     647.007     505.425    4802.360       0.404    0.5240    1.3946    1.0693      0.0        0.404    0.000000        22
       2       2      602     43     645.257     473.413    4802.360       0.259    3.0133    1.4773    0.0982      0.0        0.259    0.000000        22
       2       2      606     43     632.951     456.542    4802.360       2.925    0.7931   -2.2973    0.8497      0.0        2.925    0.000000        22
       2       2      607     43     637.125     461.911    4802.360       2.597    1.1620   -2.3456    0.6064      0.0        2.597    0.000000        22
       2       2      662     40     592.410     450.431    4555.610       0.285    0.5078   -3.1344    1.0835      0.0        0.285    0.000000        22
       2       2      663     40     607.665     452.764    4555.610       2.583    1.7755    2.8103    0.3356      0.0        2.583    0.000000        22
       2       2      663     41     617.116     485.949    4637.860       1.255    1.2529    1.1356    0.5565      0.0        1.255    0.000000        22
       2       2      664     40     614.691     452.289    4555.610       1.265    2.9180    0.7220    0.1080      0.0        1.265    0.000000        22
       2       2      665     40     597.621     457.295    4555.610       1.589    0.6315    2.7932    0.9775      0.0        1.589    0.000000        22
       2       2      666     40     609.828     450.919    4555.610       0.088    0.3713   -0.0565    1.2078      0.0        0.088    0.000000        22
       2       2      667     40     609.441     450.623    4555.610       0.794    1.6592   -1.5782    0.3761      0.0        0.794    0.000000        22
       2       2      720     37     588.769     432.586    4309.160       0.121   -1.6591    0.7830    2.7655      0.0        0.121    0.000000        22
       2       2      736     35     545.148     363.839    4182.760       0.581    0.5750   -2.0640    1.0251      0.0        0.581    0.000000        22
       2       2      759     33     573.002     415.241    4056.960       0.179   -1.0679    0.5030    2.4795      0.0        0.179    0.000000        22
       2       2      776     32     538.872     416.002    3993.610       1.009    0.7491    1.5307    0.8833      0.0        1.009    0.000000        22
       2       2      795     29     530.634     415.090    3804.460       0.164    0.2103    1.3591    1.3620      0.0        0.164    0.000000        22
       2       2      801     29     523.634     402.037    3804.460       6.582    1.2928    1.2126    0.5358      0.0        6.582    0.000000        22
       2       2      813     30     538.376     455.808    3867.510       0.261    0.3487    2.0496    1.2289      0.0        0.261    0.000000        22
       2       2      829     28     510.311     371.615    3741.710       0.155   -1.3122   -2.2642    2.6156      0.0        0.155    0.000000        22
       2       2      831     29     518.911     324.145    3804.460       0.470    1.1794   -1.7680    0.5966      0.0        0.470    0.000000        22
       2       2      835     29     510.514     385.867    3804.460       3.185    1.6475    1.7934    0.3804      0.0        3.185    0.000000        22
       2       2      835     30     504.947     410.458    3867.510       3.185    1.6475    1.7934    0.3804      0.0        3.185    0.000000        22
       2       2      835     31     499.380     435.049    3930.560       3.185    1.6475    1.7934    0.3804      0.0        3.185    0.000000        22
       2       2      835     32     493.813     459.640    3993.610       3.185    1.6475    1.7934    0.3804      0.0        3.185    0.000000        22
       2       2      835     33     488.246     484.231    4056.660       3.185    1.6475    1.7934    0.3804      0.0        3.185    0.000000        22
       2       2      837     29     519.188     372.847    3804.460       1.222    2.7065   -0.0226    0.1333      0.0        1.222    0.000000        22
       2       2      841     29     492.725     371.840    3804.460       1.792    1.7190   -3.1257    0.3547      0.0        1.792    0.000000        22
       2       2      841     30     469.375     371.468    3867.510       1.792    1.7190   -3.1257    0.3547      0.0        1.792    0.000000        22
       2       2      841     31     457.284     374.089    3930.560       1.075    1.9011    0.5569    0.2966      0.0        1.075    0.000000        22
       2       2      841     32     481.985     392.177    3993.610       1.019    1.3183    0.6521    0.5229      0.0        1.019    0.000000        22
       2       2      928     29     531.583     329.265    3804.460       0.755    0.4086   -1.8826    1.1731      0.0        0.755    0.000000        22
       2       2      929     29     514.179     376.121    3804.460       6.860    2.5991    1.4657    0.1484      0.0        6.860    0.000000        22
       2       2      938     30     526.514     381.635    3867.510       2.396    1.7679    0.0991    0.3381      0.0        2.396    0.000000        22
       2       2      938     31     548.576     383.828    3930.560       2.396    1.7679    0.0991    0.3381      0.0        2.396    0.000000        22
       2       2      978     28     488.500     342.391    3741.410       0.202    0.4355   -2.7665    1.1485      0.0        0.202    0.000000        22
       2       2      988     25     508.195     380.787    3601.240       0.998    0.5356    0.9477    1.0591      0.0        0.998    0.000000        22
       2       2     1004     24     502.067     345.766    3577.660       0.445   -0.5304   -1.0985    2.0780      0.0        0.445    0.000000        22
       2       2     1015     10     467.593     341.757    3353.620       0.799    1.1730    0.8496    0.6002      0.0        0.799    0.000000        22
       2       2     1015     11     472.094     344.141    3374.250       0.573    2.3581   -1.3542    0.1886      0.0        0.573    0.000000        22
       2       3        1      0   -3372.520     817.440       0.000    5000.000    2.1400    1.3330    0.2347      1.0     5001.116    0.000000       -13
       2       3        4      1     196.915     812.360    3221.400    4993.909    2.1310    1.3293    0.2363      1.0     4889.368    0.090283       -13
       2       3        4      2     197.484     814.681    3231.340    4982.274    2.1301    1.3293    0.2365      1.0     4877.736    0.084256       -13
       2       3        4      3     198.650     819.497    3251.970    4971.186    2.1354    1.3406    0.2353      1.0     4866.651    0.087888       -13
       2       3        4      4     199.185     821.817    3261.910    4960.455    2.1410    1.3566    0.2340      1.0     4855.922    0.099160       -13
       2       3        4      5     200.257     826.602    3282.540    4950.776    2.1489    1.3389    0.2322      1.0     4846.245    0.089888       -13
       2       3        4      6     200.807     828.895    3292.480    4909.495    2.1405    1.3396    0.2341      1.0     4804.973    0.095237       -13
       2       3        4      7     201.951     833.698    3313.110    4895.326    2.1334    1.3372    0.2358      1.0     4790.808    0.083558       -13
       2       3        4      8     202.513     836.030    3323.050    4884.103    2.1252    1.3361    0.2377      1.0     4779.587    0.096288       -13
       2       3        4      9     203.664     840.927    3343.680    4874.278    2.1104    1.3477    0.2412      1.0     4769.765    0.111547       -13
       2       3        4     10     204.209     843.317    3353.620    4864.193    2.1109    1.3464    0.2411      1.0     4759.682    0.081755       -13
       2       3        4     11     205.320     848.293    3374.250    4850.160    2.1001    1.3602    0.2437      1.0     4745.653    0.072224       -13
       2       3        4     12     205.838     850.716    3384.190    4839.347    2.0947    1.3494    0.2450      1.0     4734.842    0.102725       -13
       2       3        4     13     206.925     855.749    3404.820    4827.433    2.0994    1.3649    0.2438      1.0     4722.931    0.086147       -13
       2       3        4     14     207.418     858.174    3414.760    4816.642    2.0990    1.3723    0.2439      1.0     4712.142    0.092775       -13
       2       3        4     15     208.409     863.179    3435.390    4806.594    2.1156    1.3798    0.2400      1.0     4702.097    0.121385       -13
       2       3        4     16     208.864     865.571    3445.330    4793.460    2.1101    1.3805    0.2413      1.0     4688.966    0.084242       -13
       2       3        4     17     209.831     870.550    3465.960    4783.699    2.1147    1.3781    0.2402      1.0     4679.207    0.147209       -13
       2       3        4     18     210.291     872.937    3475.900    4772.765    2.1287    1.3865    0.2369      1.0     4668.276    0.172109       -13
       2       3        4     19     211.349     878.553    3499.780    4758.783    2.1560    1.3874    0.2305      1.0     4654.298    0.075094       -13
       2       3        4     20     211.773     880.857    3509.720    4741.874    2.1466    1.3857    0.2327      1.0     4637.393    0.078425       -13
       2       3        4     21     212.840     886.415    3533.600    4721.489    2.1409    1.3672    0.2340      1.0     4617.013    0.143635       -13
       2       3        4     22     213.325     888.726    3543.540    4709.376    2.1503    1.3573    0.2319      1.0     4604.903    0.091946       -13
       2       3        4     23     214.459     894.151    3567.420    4692.662    2.1909    1.3675    0.2227      1.0     4588.193    0.089538       -13
       2       3        4     24     214.907     896.366    3577.360    4682.501    2.1863    1.3615    0.2237      1.0     4578.034    0.089041       -13
       2       3        4     25     216.082     901.702    3601.240    4668.276    2.1724    1.3405    0.2268      1.0     4563.813    0.121617       -13
       2       3        4     26     216.605     903.941    3611.180    4654.170    2.1682    1.3394    0.2278      1.0     4549.710    0.085365       -13
       2       3        4     27     220.341     919.274    3678.360    4590.349    2.1345    1.3215    0.2355      1.0     4485.906    0.085854       -13
       2       3        4     28     223.780     933.817    3741.410    4524.645    2.1650    1.3592    0.2285      1.0     4420.220    0.091278       -13
       2       3        4     29     226.837     948.269    3804.460    4464.224    2.1502    1.3286    0.2319      1.0     4359.816    0.117495       -13
       2       3        4     30     230.407     962.880    3867.510    4402.707    2.1444    1.3495    0.2332      1.0     4298.316    0.105272       -13
       2       3        4     31     233.589     977.521    3930.560    4335.997    2.1452    1.3399    0.2330      1.0     4231.626    0.110341       -13
       2       3        4     32     237.114     991.947    3993.610    4258.700    2.1617    1.3571    0.2292      1.0     4154.352    0.073782       -13
       2       3        4     33     239.966    1006.024    4056.660    4186.364    2.1966    1.3997    0.2214      1.0     4082.039    0.080550       -13
       2       3        4     34     242.399    1020.336    4119.710    4125.469    2.1462    1.4208    0.2328      1.0     4021.164    0.087555       -13
       2       3        4     35     244.996    1035.611    4182.760    4023.793    2.0762    1.3651    0.2495      1.0     3919.522    0.125939       -13
       2       3        4     36     248.801    1051.693    4245.810    3959.937    2.0140    1.3312    0.2653      1.0     3855.688    0.077438       -13
       2       3        4     37     252.896    1068.233    4308.860    3897.978    2.0327    1.3073    0.2605      1.0     3793.752    0.212700       -13
       2       3        4     38     258.647    1089.343    4391.110    3813.455    2.0327    1.2861    0.2605      1.0     3709.260    0.115652       -13
       2       3        4     39     264.414    1110.846    4473.360    3724.110    2.0273    1.2989    0.2619      1.0     3619.950    0.097566       -13
       2       3        4     40     270.314    1132.168    4555.610    3639.342    2.0422    1.2858    0.2580      1.0     3535.217    0.067687       -13
       2       3        4     41     275.368    1152.981    4637.860    3521.675    2.0967    1.3373    0.2445      1.0     3417.601    0.108925       -13
       2       3        4     42     279.774    1172.498    4720.110    3430.609    2.1417    1.3579    0.2338      1.0     3326.577    0.090644       -13
       2       3        4     43     284.013    1191.807    4802.360    3333.790    2.1313    1.3437    0.2363      1.0     3229.806    0.100446       -13
       2       3        4     44     289.588    1210.786    4884.610    3251.788    2.1425    1.2554    0.2336      1.0     3147.846    0.107151       -13
       2       3        4     45     295.380    1229.074    4966.860    3154.620    2.1917    1.2867    0.2225      1.0     3050.730    0.086912       -13
       2       3        4     46     300.380    1246.680    5049.110    3053.936    2.2321    1.2930    0.2138      1.0     2950.104    0.104445       -13
       2       3        4     47     304.871    1263.666    5131.360    2960.441    2.2811    1.3372    0.2036      1.0     2856.668    0.095438       -13
       2       3       13      6     199.841     829.191    3292.480      21.840    2.6487    0.1839    0.1412     -1.0       21.335    0.076959        11
       2       3       15     11     214.432     841.967    3374.250       1.130    0.9305   -0.8651    0.7513     -1.0        0.730    0.130647        11
       2       3       25     21     212.900     886.305    3533.600       5.022    1.8690   -0.7757    0.3061     -1.0        4.537    0.090005        11
       2       3       41     31     233.222     980.064    3930.860       2.360   -0.9502    1.3165    2.4037     -1.0        1.904    0.225903        11
       2       3       89     44     290.419    1209.231    4884.910       0.564   -0.6188   -1.4750    2.1535     -1.0        0.250    0.249918        11
       2       3      151     41     271.699    1135.421    4637.860       0.216    2.8184   -1.6571    0.1193      0.0        0.216    0.000000        22
       2       3      171     40     251.305    1164.322    4555.910       0.121   -0.7040    2.1967    2.2230      0.0        0.121    0.000000        22
       2       3      196     40     251.227    1164.428    4555.809       0.187   -0.3359    1.9489    1.9005     -1.0        0.033    0.033032        11
       2       3      219     34     242.747    1031.392    4120.010       1.390   -1.5277    1.7171    2.7142      0.0        1.390    0.000000        22
       2       3      271     32     237.773     985.768    3993.610       0.674    3.4018   -1.9467    0.0666      0.0        0.674    0.000000        22
       2       3      299     27     217.297     916.109    3678.360       0.065    1.5678   -2.6231    0.4111      0.0        0.065    0.000000        22
       2       3      307     22     212.756     888.614    3543.540       0.718    1.0686   -0.3359    0.6617      0.0        0.718    0.000000        22
       2       3      307     23     230.317     882.483    3567.420       0.718    1.0686   -0.3359    0.6617      0.0        0.718    0.000000        22
       2       3      328      7     202.919     830.016    3313.110       2.202    2.6036    0.3684    0.1477      0.0        2.202    0.000000        22
       2       3      329      7     205.758     834.176    3313.110       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329      8     209.371     838.014    3323.050       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329      9     216.869     845.978    3343.680       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329     10     220.482     849.816    3353.620       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329     11     227.979     857.780    3374.250       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329     12     231.592     861.618    3384.190       7.780    1.3915    0.8156    0.4875      0.0        7.780    0.000000        22
       2       3      329     13     243.285     867.604    3404.820       4.658    1.1173    0.3183    0.6324      0.0        4.658    0.000000        22
       2       3      329     14     250.203     869.883    3414.760       4.658    1.1173    0.3183    0.6324      0.0        4.658    0.000000        22
       2       3      329     15     264.561     874.614    3435.390       4.658    1.1173    0.3183    0.6324      0.0        4.658    0.000000        22
       2       3      329     16     271.479     876.893    3445.330       4.658    1.1173    0.3183    0.6324      0.0        4.658    0.000000        22
       2       3      329     17     285.837     881.623    3465.960       4.658    1.1173    0.3183    0.6324      0.0        4.658    0.000000        22
       2       3      329     18     291.440     894.552    3475.900       1.451    0.6186    1.2003    0.9882      0.0        1.451    0.000000        22
       2       3      331      7     202.574     830.340    3313.110       0.670    2.6609    0.5639    0.1395      0.0        0.670    0.000000        22
       2       3      333      7     198.539     832.408    3313.110       0.599    1.8150    1.7068    0.3229      0.0        0.599    0.000000        22
       2       4        1      0   -2283.600    -749.680       0.000    5000.000   -2.6100    1.8880    2.9948      1.0     5001.116    0.000000       -13
       2       5        1      0      33.360   -1962.000       0.000    5000.000   -1.0100    0.0170    2.4443     -1.0     5001.116    0.000000       -13
       2       6        1      0     -69.120   -7680.390       0.000    5000.000   -0.9400    6.2742    2.3968     -1.0     5001.116    0.000000       -13
       2       7        1      0   -1837.570   -1263.110       0.000    5000.000   -0.7500    2.1730    2.2590      1.0     5001.116    0.000000       -13
       2       8        1      0   -1529.490    -861.160       0.000    5000.000   -1.7200    5.2252    2.7869     -1.0     5001.116    0.000000       -13
       2       9        1      0    2655.020    2467.450       0.000    5000.000   -0.7900    5.4612    2.2895      1.0     5001.116    0.000000       -13
       2      10        1      0   -2343.550   -3296.620       0.000    5000.000   -0.7300    5.6652    2.2442     -1.0     5001.116    0.000000       -13
       3       0        1      0    4492.640   -1603.360       0.000    5000.000   -2.3300    1.2280    2.9474     -1.0     5001.116    0.000000       -13
       3       1        1      0  -24647.090    8963.290       0.000    5000.000   -2.1800    1.2220    2.9162      1.0     5001.116    0.000000       -13
       3       2        1      0   -1774.880    1038.030       0.000    5000.000   -0.7400    4.1832    2.2497     -1.0     5001.116    0.000000       -13
       3       3        1      0   -3701.640      28.860       0.000    5000.000    1.5700    1.5630    0.4118      1.0     5001.116    0.000000       -13
       3       3        4      1       9.799    1256.059    3221.400    4992.531    1.5652    1.5639    0.4121      1.0     4887.991    0.094520       -13
       3       3        4      2       9.842    1260.405    3231.340    4980.851    1.5698    1.5620    0.4103      1.0     4876.313    0.081077       -13
       3       3        4      3       9.941    1269.406    3251.970    4970.323    1.5657    1.5586    0.4119      1.0     4865.787    0.086571       -13
       3       3        4      4      10.010    1273.741    3261.910    4958.702    1.5639    1.5436    0.4127      1.0     4854.169    0.093186       -13
       3       3        4      5      10.249    1282.751    3282.540    4948.963    1.5676    1.5466    0.4112      1.0     4844.433    0.126490       -13
       3       3        4      6      10.370    1287.087    3292.480    4933.294    1.5679    1.5360    0.4111      1.0     4828.767    0.087672       -13
       3       3        4      7      10.635    1296.006    3313.110    4917.784    1.5841    1.5479    0.4047      1.0     4813.260    0.085973       -13
       3       3        4      8      10.735    1300.255    3323.050    4906.430    1.5907    1.5452    0.4021      1.0     4801.910    0.110093       -13
       3       3        4      9      10.938    1308.987    3343.680    4895.101    1.6010    1.5495    0.3980      1.0     4790.583    0.096770       -13
       3       3        4     10      11.040    1313.189    3353.620    4883.666    1.5884    1.5468    0.4030      1.0     4779.150    0.099388       -13
       3       3        4     11      11.267    1321.965    3374.250    4872.199    1.5952    1.5415    0.4003      1.0     4767.686    0.085033       -13
       3       3        4     12      11.386    1326.161    3384.190    4861.042    1.6048    1.5476    0.3966      1.0     4756.532    0.098755       -13
       3       3        4     13      11.548    1334.796    3404.820    4847.965    1.6029    1.5590    0.3973      1.0     4743.458    0.084218       -13
       3       3        4     14      11.597    1338.949    3414.760    4835.607    1.6113    1.5519    0.3941      1.0     4731.103    0.121817       -13
       3       3        4     15      11.760    1347.382    3435.390    4823.865    1.6477    1.5499    0.3803      1.0     4719.363    0.098191       -13
       3       3        4     16      11.846    1351.369    3445.330    4812.615    1.6400    1.5539    0.3832      1.0     4708.117    0.165107       -13
       3       3        4     17      12.004    1359.683    3465.960    4802.046    1.6389    1.5499    0.3836      1.0     4697.550    0.109173       -13
       3       3        4     18      12.082    1363.687    3475.900    4789.833    1.6510    1.5528    0.3791      1.0     4685.340    0.084294       -13
       3       3        4     19      12.251    1373.217    3499.780    4770.321    1.6470    1.5495    0.3806      1.0     4665.833    0.136300       -13
       3       3        4     20      12.337    1377.171    3509.720    4757.851    1.6582    1.5470    0.3764      1.0     4653.366    0.099930       -13
       3       3        4     21      12.623    1386.618    3533.600    4740.148    1.6539    1.5282    0.3781      1.0     4635.667    0.109620       -13
       3       3        4     22      12.793    1390.552    3543.540    4726.605    1.6639    1.5286    0.3744      1.0     4622.127    0.083411       -13
       3       3        4     23      13.171    1399.953    3567.420    4711.841    1.6541    1.5348    0.3780      1.0     4607.367    0.085443       -13
       3       3        4     24      13.397    1403.866    3577.360    4700.284    1.6815    1.4837    0.3680      1.0     4595.813    0.143387       -13
       3       3        4     25      14.258    1413.074    3601.240    4685.646    1.6678    1.4706    0.3729      1.0     4581.179    0.103013       -13
       3       3        4     26      14.635    1416.957    3611.180    4671.036    1.6610    1.4817    0.3754      1.0     4566.573    0.106284       -13
       3       3        4     27      17.004    1443.090    3678.360    4602.313    1.6736    1.4675    0.3708      1.0     4497.868    0.084695       -13
       3       3        4     28      19.714    1467.614    3741.410    4529.366    1.6583    1.4625    0.3764      1.0     4424.940    0.129252       -13
       3       3        4     29      22.410    1492.585    3804.460    4463.729    1.6451    1.4631    0.3813      1.0     4359.321    0.096766       -13
       3       3        4     30      25.224    1517.921    3867.510    4399.599    1.6420    1.4592    0.3825      1.0     4295.209    0.104282       -13
       3       3        4     31      28.316    1543.036    3930.560    4335.263    1.6431    1.4498    0.3820      1.0     4230.892    0.091173       -13
       3       3        4     32      31.278    1567.752    3993.610    4258.070    1.6697    1.4613    0.3723      1.0     4153.722    0.082904       -13
       3       3        4     33      33.910    1591.772    4056.660    4110.492    1.6955    1.4737    0.3630      1.0     4006.191    0.092594       -13
       3       3        4     34      36.446    1616.066    4119.710    4035.963    1.6678    1.4766    0.3729      1.0     3931.687    0.096454       -13
       3       3        4     35      38.810    1640.549    4182.760    3961.776    1.6754    1.4682    0.3702      1.0     3857.526    0.091694       -13
       3       3        4     36      41.410    1665.252    4245.810    3892.681    1.6460    1.4723    0.3810      1.0     3788.456    0.078785       -13
       3       3        4     37      43.689    1690.423    4308.860    3806.605    1.6643    1.4818    0.3742      1.0     3702.413    0.149817       -13
       3       3        4     38      46.058    1723.193    4391.110    3657.655    1.6164    1.5183    0.3921      1.0     3553.522    0.097930       -13
       3       3        4     39      47.701    1757.546    4473.360    3557.651    1.5974    1.5132    0.3995      1.0     3453.561    0.114895       -13
       3       3        4     40      49.791    1791.382    4555.610    3456.604    1.6606    1.4978    0.3756      1.0     3352.560    0.113603       -13
       3       3        4     41      52.017    1823.896    4637.860    3365.972    1.6509    1.5189    0.3791      1.0     3261.972    0.086458       -13
       3       3        4     42      53.729    1856.218    4720.110    3274.351    1.6546    1.5288    0.3778      1.0     3170.397    0.106349       -13
       3       3        4     43      54.334    1888.638    4802.360    3185.640    1.6527    1.5572    0.3785      1.0     3081.733    0.097391       -13
       3       3        4     44      54.871    1922.375    4884.610    3086.792    1.6037    1.5409    0.3970      1.0     2982.941    0.088391       -13
       3       3        4     45      56.127    1956.329    4966.860    2986.304    1.6379    1.5176    0.3840      1.0     2882.515    0.126529       -13
       3       3        4     46      58.014    1988.977    5049.110    2884.583    1.6743    1.5611    0.3706      1.0     2780.859    0.115689       -13
       3       3        4     47      59.129    2019.460    5131.360    2788.134    1.7247    1.5516    0.3527      1.0     2684.477    0.095941       -13
       3       3     2388     21      12.339    1386.445    3533.600       2.765    1.6236    2.6412    0.3894     -1.0        2.301    0.079564        11
       3       3     2466     44      54.396    1920.320    4884.610       8.537    1.9210    2.2564    0.2908     -1.0        8.041    0.126771        11
       3       3     2478     47      63.039    2016.647    5131.360       0.225    1.9001    0.6480    0.2969      0.0        0.225    0.000000        22
       3       3     2577     38      42.617    1714.444    4391.110       9.554    2.0036    3.0764    0.2681      0.0        9.554    0.000000        22
       3       3     2577     39      27.519    1710.144    4473.360       7.287    2.5403   -2.4792    0.1574      0.0        7.287    0.000000        22
       3       3     2603     38      40.989    1735.628    4391.110       4.272    0.6543    1.7703    0.9587      0.0        4.272    0.000000        22
       3       3     2604     38      42.450    1763.345    4391.110       0.306    0.2171    1.5956    1.3554      0.0        0.306    0.000000        22
       3       3     2667     33      35.646    1628.958    4056.660       4.244    0.8357    1.4867    0.8183      0.0        4.244    0.000000        22
       3       3     2675     32      51.274    1572.922    3993.910       0.161   -1.0394    0.7982    2.4617      0.0        0.161    0.000000        22
       3       3     2724     33      42.457    1604.556    4056.660       1.212    0.7796    1.6229    0.8599      0.0        1.212    0.000000        22
       3       3     2799     32      11.710    1509.550    3993.610       0.238    0.4042   -1.7493    1.1772      0.0        0.238    0.000000        22
       3       3     2805     28      11.966    1438.460    3741.410       0.289    1.5723   -2.0099    0.4093      0.0        0.289    0.000000        22
       3       3     2829      6       9.712    1287.981    3292.480       0.125    0.7185    2.5531    0.9072      0.0        0.125    0.000000        22
       3       4        1      0   -4084.760    -539.030       0.000    5000.000    1.5200    1.7020    0.4290      1.0     5001.116    0.000000       -13
       3       4        5      1    -172.076    1303.986    3221.400    4994.005    1.5100    1.7047    0.4349      1.0     4889.464    0.085882       -13
       3       4        5      2    -172.681    1308.561    3231.340    4981.977    1.5103    1.7026    0.4347      1.0     4877.439    0.127843       -13
       3       4        5      3    -173.973    1318.100    3251.970    4971.464    1.4972    1.7102    0.4402      1.0     4866.928    0.104850       -13
       3       4        5      4    -174.612    1322.729    3261.910    4953.032    1.4985    1.7118    0.4397      1.0     4848.501    0.102628       -13
       3       4        5      5    -175.981    1332.332    3282.540    4941.328    1.4982    1.7122    0.4398      1.0     4836.799    0.105008       -13
       3       4        5      6    -176.636    1336.949    3292.480    4923.872    1.5110    1.7130    0.4344      1.0     4819.347    0.113170       -13
       3       4        5      7    -177.984    1346.397    3313.110    4914.096    1.5203    1.7132    0.4305      1.0     4809.574    0.083965       -13
       3       4        5      8    -178.629    1350.933    3323.050    4902.283    1.5140    1.7158    0.4332      1.0     4797.763    0.103533       -13
       3       4        5      9    -179.995    1360.315    3343.680    4892.400    1.5280    1.7162    0.4273      1.0     4787.883    0.093626       -13
       3       4        5     10    -180.651    1364.827    3353.620    4878.679    1.5056    1.7157    0.4367      1.0     4774.164    0.094744       -13
       3       4        5     11    -182.019    1374.384    3374.250    4868.480    1.5008    1.7091    0.4387      1.0     4763.969    0.105437       -13
       3       4        5     12    -182.681    1379.024    3384.190    4845.278    1.4888    1.7160    0.4438      1.0     4740.771    0.100851       -13
       3       4        5     13    -184.071    1388.742    3404.820    4835.566    1.4877    1.7074    0.4443      1.0     4731.062    0.087261       -13
       3       4        5     14    -184.702    1393.440    3414.760    4822.201    1.4847    1.7028    0.4456      1.0     4717.700    0.114865       -13
       3       4        5     15    -185.938    1403.243    3435.390    4778.607    1.4807    1.6869    0.4473      1.0     4674.117    0.117421       -13
       3       4        5     16    -186.491    1407.963    3445.330    4765.641    1.4854    1.6869    0.4453      1.0     4661.154    0.147529       -13
       3       4        5     17    -187.602    1417.779    3465.960    4751.892    1.4788    1.6765    0.4482      1.0     4647.408    0.092435       -13
       3       4        5     18    -188.103    1422.536    3475.900    4737.921    1.4709    1.6760    0.4516      1.0     4633.441    0.090546       -13
       3       4        5     19    -189.305    1433.996    3499.780    4622.346    1.4852    1.6740    0.4454      1.0     4517.895    0.234489       -13
       3       4        5     20    -189.800    1438.706    3509.720    4609.836    1.4880    1.6801    0.4442      1.0     4505.389    0.168888       -13
       3       4        5     21    -191.074    1450.027    3533.600    4594.244    1.4802    1.6891    0.4476      1.0     4489.800    0.112661       -13
       3       4        5     22    -191.633    1454.761    3543.540    4582.151    1.4752    1.6917    0.4498      1.0     4477.710    0.083213       -13
